Protein	Gene	ProteinName	EntrezID	ProteinRef	Cal33.HSC6_log2FC	Cal33.HSC6_adj.pvalue	NumBR_Cal33	NumBR_HSC6
Q9H788	SH2D4A	SH2 domain containing 4A	63898	Q9H788	0.145862399791611	0.618110880473469	4	4
Q9H792	PEAK1	pseudopodium enriched atypical kinase 1	79834	Q9H792	-1.4725993027898	0.00281154243736157	4	4
Q9H7D0	DOCK5	dedicator of cytokinesis 5	80005	Q9H7D0	0.446063575933981	0.195654754069413	4	4
Q9H7D7	WDR26	WD repeat domain 26	80232	Q9H7D7	-1.18094858238437	0.0455077342189328	3	3
Q9H7E9	C8orf33	chromosome 8 open reading frame 33	65265	Q9H7E9	-Inf	0	0	4
Q9H7F4	TMEM185B	transmembrane protein 185B	79134	Q9H7F4	0.240700166009099	0.381081004279008	4	4
Q9H7L9	SUDS3	SDS3 homolog, SIN3A corepressor complex component	64426	Q9H7L9	-0.703771144930835	0.0178635093031312	4	4
Q9H7N4	SCAF1	SR-related CTD associated factor 1	58506	Q9H7N4	-0.0944303486995348	0.433557299531375	4	4
Q9H7Z6	KAT8	lysine acetyltransferase 8	84148	Q9H7Z6	-0.153539510162951	0.701650053173503	3	4
Q9H813	PACC1	proton activated chloride channel 1	55248	Q9H813	2.57038668688019	0.0386202018601108	1	3
Q9H869	YY1AP1	YY1 associated protein 1	55249	Q9H869	0.29575575476915	0.0584677682883985	4	4
Q9H8G2	CAAP1	caspase activity and apoptosis inhibitor 1	79886	Q9H8G2	0.573811401647886	0.45761460488115	4	4
Q9H8M2	BRD9	bromodomain containing 9	65980	Q9H8M2	0.554001497112418	0.0251279747860837	4	4
Q9H8M9	EVA1A	eva-1 homolog A, regulator of programmed cell death	84141	Q9H8M9	-2.4633566298275	0.000211474733839885	4	4
Q9H8N7	ZNF395	zinc finger protein 395	55893	Q9H8N7	1.05057431953471	0.0679211563841603	4	1
Q9H8S9	MOB1A	MOB kinase activator 1A	55233	Q9H8S9	0.502374740486352	0.303354970027489	4	4
Q9H8T0	AKTIP	AKT interacting protein	64400	Q9H8T0	0.416665670951419	0.131135194749323	4	4
Q9H8U3	ZFAND3	zinc finger AN1-type containing 3	60685	Q9H8U3	-1.61916968521275	0.214675680693071	4	1
Q9H8V3	ECT2	epithelial cell transforming 2	1894	Q9H8V3	-0.0259948528872159	0.944884503587302	4	4
Q9H8W4	PLEKHF2	pleckstrin homology and FYVE domain containing 2	79666	Q9H8W4	2.32050057815716	0.0259402120765713	4	4
Q9H8Y5	ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1	55139	Q9H8Y5	1.37523648818168	0.0539599805777376	4	4
Q9H8Y8	GORASP2	golgi reassembly stacking protein 2	26003	Q9H8Y8	0.459496514979971	0.0362902692818162	4	4
Q9H910	JPT2	Jupiter microtubule associated homolog 2	90861	Q9H910	-0.937198081243343	0.0016216058255581	4	4
Q9H930	SP140L	SP140 nuclear body protein like	93349	Q9H930	-2.72505402561544	9.33253130186123e-05	3	4
Q9H972	C14orf93	chromosome 14 open reading frame 93	60686	Q9H972	0.945208021448459	0.0413024040855746	2	3
Q9H981	ACTR8	actin related protein 8	93973	Q9H981	-0.372401858573585	0.482667048994926	4	4
Q9H9A7	RMI1	RecQ mediated genome instability 1	80010	Q9H9A7	-2.72937586718715	0.000537769752783762	3	4
Q9H9B1	EHMT1	euchromatic histone lysine methyltransferase 1	79813	Q9H9B1	0.00845916422317482	0.98478691249016	4	4
Q9H9D4	ZNF408	zinc finger protein 408	79797	Q9H9D4	-0.767745335065436	0.395695766941036	3	3
Q9H9E1	ANKRA2	ankyrin repeat family A member 2	57763	Q9H9E1	Inf	0	3	0
Q9H9E3	COG4	component of oligomeric golgi complex 4	25839	Q9H9E3	-1.20084997263415	0.00413542681658298	4	4
Q9H9J4	USP42	ubiquitin specific peptidase 42	84132	Q9H9J4	0.864582674270869	0.0144537664393552	4	4
Q9H9L4	KANSL2	KAT8 regulatory NSL complex subunit 2	54934	Q9H9L4	-0.632078590097926	0.393808439025322	4	3
Q9H9L7	AKIRIN1	akirin 1	79647	Q9H9L7	-0.583275595454041	0.627008660162253	3	4
Q9HA82	CERS4	ceramide synthase 4	79603	Q9HA82	-0.828849451639578	0.133056564251733	2	3
Q9HA90	EFCC1	EF-hand and coiled-coil domain containing 1	79825	Q9HA90	-Inf	0	0	2
Q9HAF1	MEAF6	MYST/Esa1 associated factor 6	64769	Q9HAF1	0.087926376877455	0.820404947013513	2	4
Q9HAH7	FBRS	fibrosin	64319	Q9HAH7	-0.125920960241329	0.808554376481077	4	4
Q9HAJ7	SAP30L	SAP30 like	79685	Q9HAJ7	-1.33092695893278	0.0441115589341341	2	4
Q9HAN9	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	64802	Q9HAN9	-0.018459136277193	0.979789236188085	4	4
Q9HAP2	MLXIP	MLX interacting protein	22877	Q9HAP2	-2.28625177864052	0.393601225088295	3	2
Q9HAS0	C17orf75	chromosome 17 open reading frame 75	64149	Q9HAS0	-0.394378743116616	0.032699554269825	3	4
Q9HAU0	PLEKHA5	pleckstrin homology domain containing A5	54477	Q9HAU0	-2.16460966564525	0.00105285573494917	4	4
Q9HAW0	BRF2	BRF2 RNA polymerase III transcription initiation factor subunit	55290	Q9HAW0	-0.0635786863806311	0.723950491173255	3	4
Q9HAW4	CLSPN	claspin	63967	Q9HAW4	0.366098011615695	0.475604009409132	4	4
Q9HAZ1	CLK4	CDC like kinase 4	57396	Q9HAZ1	-0.393884679906238	0.111145622700665	1	4
Q9HB09	BCL2L12	BCL2 like 12	83596	Q9HB09	1.35486679528715	0.00199048109910633	4	4
Q9HB19	PLEKHA2	pleckstrin homology domain containing A2	59339	Q9HB19	0.031255906853703	0.978999182553902	4	4
Q9HB20	PLEKHA3	pleckstrin homology domain containing A3	65977	Q9HB20	1.58571517489089	0.0101931153829179	4	3
Q9HB21	PLEKHA1	pleckstrin homology domain containing A1	59338	Q9HB21	-Inf	0	0	3
Q9HB58	SP110	SP110 nuclear body protein	3431	Q9HB58	-1.65240060990123	0.0110887490340127	4	4
Q9HB90	RRAGC	Ras related GTP binding C	64121	Q9HB90	0.226487526435923	0.587320735502586	3	3
Q9HB96	FANCE	FA complementation group E	2178	Q9HB96	0.722477873979531	0.0233274932368499	4	3
Q9HBD1	RC3H2	ring finger and CCCH-type domains 2	54542	Q9HBD1	1.19724587989489	0.118135795349841	4	2
Q9HBM0	VEZT	vezatin, adherens junctions transmembrane protein	55591	Q9HBM0	-0.441879916790237	0.0793228071369144	3	4
Q9HC35	EML4	EMAP like 4	27436	Q9HC35	0.0469346354394574	0.770554821216219	4	4
Q9HC44	GPBP1L1	GC-rich promoter binding protein 1 like 1	60313	Q9HC44	-Inf	0	0	3
Q9HC52	CBX8	chromobox 8	57332	Q9HC52	0.776986999460963	0.0126653675640985	4	4
Q9HC62	SENP2	SUMO specific peptidase 2	59343	Q9HC62	0.415267133446632	0.111759730589456	4	4
Q9HC98	NEK6	NIMA related kinase 6	10783	Q9HC98	2.31277325986856	0.0156556949921696	4	1
Q9HCD5	NCOA5	nuclear receptor coactivator 5	57727	Q9HCD5	-1.00820004040572	0.0024975382833478	4	4
Q9HCD6	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	26115	Q9HCD6	-0.740975484316168	0.0263478487457263	4	4
Q9HCE1	MOV10	Mov10 RISC complex RNA helicase	4343	Q9HCE1	0.981769160382715	0.355510625384064	3	2
Q9HCE5	METTL14	methyltransferase like 14	57721	Q9HCE5	-1.83765881854547	0.0328142006140353	4	4
Q9HCE9	ANO8	anoctamin 8	57719	Q9HCE9	0.0314445447891763	0.844757939486516	4	3
Q9HCG8	CWC22	CWC22 spliceosome associated protein homolog	57703	Q9HCG8	-1.73727781375848	0.00798211566972603	4	4
Q9HCH0	NCKAP5L	NCK associated protein 5 like	57701	Q9HCH0	0.645796922453677	0.225123426091046	3	1
Q9HCI7	MSL2	MSL complex subunit 2	55167	Q9HCI7	1.94118701694071	0.00105285573494917	4	4
Q9HCK4	ROBO2	roundabout guidance receptor 2	6092	Q9HCK4	-Inf	0	0	2
Q9HCK8	CHD8	chromodomain helicase DNA binding protein 8	57680	Q9HCK8	-0.111505939778185	0.730604146230231	4	4
Q9HCM1	RESF1	retroelement silencing factor 1	55196	Q9HCM1	0.257270763631933	0.553686638452358	3	4
Q9HCM4	EPB41L5	erythrocyte membrane protein band 4.1 like 5	57669	Q9HCM4	-0.352631369840358	0.305643373646403	3	4
Q9HCM7	FBRSL1	fibrosin like 1	57666	Q9HCM7	-0.803806266769356	0.00633787174577888	4	4
Q9HCS5	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	64097	Q9HCS5	Inf	0	4	0
Q9HD20	ATP13A1	ATPase 13A1	57130	Q9HD20	-0.548867296218083	0.35828684957803	4	4
Q9HD43	Q9HD43	NA	NA	Q9HD43	-0.719765029058279	0.0561305264730365	2	3
Q9HDC5	JPH1	junctophilin 1	56704	Q9HDC5	0.267971320132038	0.258851976174204	4	4
Q9NNX1	TUFT1	tuftelin 1	7286	Q9NNX1	-0.417304139960096	0.47891883613243	2	3
Q9NP56	PDE7B	phosphodiesterase 7B	27115	Q9NP56	-0.0536925214308083	0.923465098849017	3	4
Q9NP64	ZCCHC17	zinc finger CCHC-type containing 17	51538	Q9NP64	1.23764979259922	0.026006303908721	4	4
Q9NP66	HMG20A	high mobility group 20A	10363	Q9NP66	0.565938498241029	0.149501255199945	4	4
Q9NP72	RAB18	RAB18, member RAS oncogene family	22931	Q9NP72	-1.01338412752987	0.0279672722814856	4	4
Q9NP74	PALMD	palmdelphin	54873	Q9NP74	Inf	0	4	0
Q9NP87	POLM	DNA polymerase mu	27434	Q9NP87	0.448518900680612	0.322124036947369	3	3
Q9NPC7	MYNN	myoneurin	55892	Q9NPC7	-Inf	0	0	4
Q9NPD8	UBE2T	ubiquitin conjugating enzyme E2 T	29089	Q9NPD8	0.795301569016855	0.364284785775322	3	2
Q9NPE2	NGRN	neugrin, neurite outgrowth associated	51335	Q9NPE2	0.74902658922852	0.0937539290724072	3	3
Q9NPF5	DMAP1	DNA methyltransferase 1 associated protein 1	55929	Q9NPF5	-2.39625513397991	0.16188856564044	3	4
Q9NPG3	UBN1	ubinuclein 1	29855	Q9NPG3	-2.91359428739015	9.33253130186123e-05	4	4
Q9NPH3	IL1RAP	interleukin 1 receptor accessory protein	3556	Q9NPH3	1.74927632414833	0.00399584727934645	4	4
Q9NPI1	BRD7	bromodomain containing 7	29117	Q9NPI1	0.156553303414072	0.68298410817854	4	4
Q9NPI6	DCP1A	decapping mRNA 1A	55802	Q9NPI6	1.4526611755115	0.0210594373744135	4	4
Q9NPQ8	RIC8A	RIC8 guanine nucleotide exchange factor A	60626	Q9NPQ8	-0.261690876666757	0.266077223663387	4	4
Q9NPR2	SEMA4B	semaphorin 4B	10509	Q9NPR2	0.288478868457413	0.085517891924975	4	4
Q9NQ29	LUC7L	LUC7 like	55692	Q9NQ29	-1.14854330599504	0.0168061309724435	4	4
Q9NQ55	PPAN	peter pan homolog	56342	Q9NQ55	-1.62787895024437	0.000153739791840006	4	4
Q9NQA3	Q9NQA3	NA	NA	Q9NQA3	-2.13556033660761	0.0137389974033522	3	2
Q9NQB0	TCF7L2	transcription factor 7 like 2	6934	Q9NQB0	-1.56089648320285	0.0116546731600332	2	4
Q9NQC1	JADE2	jade family PHD finger 2	23338	Q9NQC1	-0.78506295509633	0.216702962201496	4	4
Q9NQC3	RTN4	reticulon 4	57142	Q9NQC3	-1.04962140722514	0.109237101079166	4	4
Q9NQC7	CYLD	CYLD lysine 63 deubiquitinase	1540	Q9NQC7	Inf	0	4	0
Q9NQG5	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	58490	Q9NQG5	-0.484380420122435	0.0502156733156208	4	4
Q9NQG6	MIEF1	mitochondrial elongation factor 1	54471	Q9NQG6	0.914740290215473	0.0477521104067796	4	4
Q9NQP4	PFDN4	prefoldin subunit 4	5203	Q9NQP4	1.48699239708464	0.000855026172860818	4	4
Q9NQR1	KMT5A	lysine methyltransferase 5A	387893	Q9NQR1	-1.83568188077147	0.138781240232811	3	1
Q9NQS7	INCENP	inner centromere protein	3619	Q9NQS7	-0.337638617921547	0.0176486222166991	4	4
Q9NQT4	EXOSC5	exosome component 5	56915	Q9NQT4	-0.0707261839901963	0.921104216895894	4	4
Q9NQT5	EXOSC3	exosome component 3	51010	Q9NQT5	-Inf	0	0	3
Q9NQT8	KIF13B	kinesin family member 13B	23303	Q9NQT8	0.756284100521527	0.0956553572037792	4	2
Q9NQU5	PAK6	p21 (RAC1) activated kinase 6	56924	Q9NQU5	0.204199340173975	0.627008660162253	4	4
Q9NQV5	PRDM11	PR/SET domain 11	56981	Q9NQV5	-0.176472116294042	0.663576669953181	3	3
Q9NQW6	ANLN	anillin actin binding protein	54443	Q9NQW6	-1.03526927236093	0.0023704058535527	4	4
Q9NQX3	GPHN	gephyrin	10243	Q9NQX3	-1.01046459511761	0.176723491148279	3	4
Q9NQX5	NPDC1	neural proliferation, differentiation and control 1	56654	Q9NQX5	1.86391722216286	0.00146942942783923	4	4
Q9NQZ2	UTP3	UTP3 small subunit processome component	57050	Q9NQZ2	-1.43857107857157	0.00555948340864801	4	4
Q9NR12	PDLIM7	PDZ and LIM domain 7	9260	Q9NR12	-0.850643044007558	0.0214422007868466	4	4
Q9NR19	ACSS2	acyl-CoA synthetase short chain family member 2	55902	Q9NR19	1.40158390834658	0.00451894554612175	4	4
Q9NR30	DDX21	DExD-box helicase 21	9188	Q9NR30	-0.903341971718425	0.0102020816017526	4	4
Q9NR33	POLE4	DNA polymerase epsilon 4, accessory subunit	56655	Q9NR33	-0.26609505915152	0.48726087218371	2	1
Q9NR45	NANS	N-acetylneuraminate synthase	54187	Q9NR45	1.48455588464963	0.00235946622117206	4	4
Q9NR48	ASH1L	ASH1 like histone lysine methyltransferase	55870	Q9NR48	-0.548996900546655	0.0911278556733803	4	4
Q9NR56	MBNL1	muscleblind like splicing regulator 1	4154	Q9NR56	Inf	0	3	0
Q9NRA2	SLC17A5	solute carrier family 17 member 5	26503	Q9NRA2	1.53467306440593	0.00304906806788199	2	4
Q9NRA8	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	56478	Q9NRA8	0.493011035244792	0.0517067105849815	4	4
Q9NRF2	SH2B1	SH2B adaptor protein 1	25970	Q9NRF2	2.65299372916201	0.0246598543221589	4	2
Q9NRF8	CTPS2	CTP synthase 2	56474	Q9NRF8	1.1313174723727	0.169604013378578	3	1
Q9NRF9	POLE3	DNA polymerase epsilon 3, accessory subunit	54107	Q9NRF9	0.710279100335692	0.781812776359673	3	1
Q9NRG9	AAAS	aladin WD repeat nucleoporin	8086	Q9NRG9	-0.0173265880757356	0.972767807421067	4	4
Q9NRH2	SNRK	SNF related kinase	54861	Q9NRH2	1.42105666805055	0.228922376530005	2	1
Q9NRJ5	PAPOLB	poly(A) polymerase beta	56903	Q9NRJ5	-Inf	0	0	2
Q9NRL2	BAZ1A	bromodomain adjacent to zinc finger domain 1A	11177	Q9NRL2	0.448211866255873	0.0152507537546396	4	4
Q9NRL3	STRN4	striatin 4	29888	Q9NRL3	0.511925215419172	0.415222393804302	4	2
Q9NRM7	LATS2	large tumor suppressor kinase 2	26524	Q9NRM7	-0.255670756943454	0.541928265421496	4	4
Q9NRP7	STK36	serine/threonine kinase 36	27148	Q9NRP7	0.658444003677226	0.915793518025857	2	1
Q9NRR3	CDC42SE2	CDC42 small effector 2	56990	Q9NRR3	0.70572505601075	0.131399530585048	1	4
Q9NRR4	DROSHA	drosha ribonuclease III	29102	Q9NRR4	-Inf	0	0	4
Q9NRR5	UBQLN4	ubiquilin 4	56893	Q9NRR5	0.657068188659782	0.118561007861291	2	3
Q9NRR8	CDC42SE1	CDC42 small effector 1	56882	Q9NRR8	0.380327347083976	0.107823070153051	2	4
Q9NRX5	SERINC1	serine incorporator 1	57515	Q9NRX5	-1.96367175657615	0.0120521971473987	2	4
Q9NRY4	ARHGAP35	Rho GTPase activating protein 35	2909	Q9NRY4	2.23235462326717	0.00171174420051226	4	4
Q9NRZ9	HELLS	helicase, lymphoid specific	3070	Q9NRZ9	-0.110769526860994	0.938467598800169	4	4
Q9NS23	RASSF1	Ras association domain family member 1	11186	Q9NS23	0.598790598178934	0.0954611379917496	4	3
Q9NS56	TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase	10210	Q9NS56	0.127139821006429	0.673640443822023	4	4
Q9NS69	TOMM22	translocase of outer mitochondrial membrane 22	56993	Q9NS69	3.01311316694352	0.000336776883461917	4	4
Q9NS73	MBIP	MAP3K12 binding inhibitory protein 1	51562	Q9NS73	0.69889558802291	0.0770178383615124	4	2
Q9NS91	RAD18	RAD18 E3 ubiquitin protein ligase	56852	Q9NS91	0.0497941448181071	0.711273928028283	4	4
Q9NSI2	FAM207A	family with sequence similarity 207 member A	85395	Q9NSI2	-0.94719330480252	0.339266406081943	3	4
Q9NSI6	BRWD1	bromodomain and WD repeat domain containing 1	54014	Q9NSI6	1.58126123556286	0.000195061575321574	4	4
Q9NSK0	KLC4	kinesin light chain 4	89953	Q9NSK0	1.25046936782303	0.0862774892437192	4	4
Q9NSV4	DIAPH3	diaphanous related formin 3	81624	Q9NSV4	0.682977987613083	0.133265049604665	4	3
Q9NTI5	PDS5B	PDS5 cohesin associated factor B	23047	Q9NTI5	-0.974327322214068	0.00028359537854137	4	4
Q9NTJ3	SMC4	structural maintenance of chromosomes 4	10051	Q9NTJ3	-0.686247781907333	0.0327221203290165	4	4
Q9NTZ6	RBM12	RNA binding motif protein 12	10137	Q9NTZ6	-0.061011404902088	0.924713429036984	4	4
Q9NU19	TBC1D22B	TBC1 domain family member 22B	55633	Q9NU19	2.24779094875555	0.230534196201544	3	2
Q9NU22	MDN1	midasin AAA ATPase 1	23195	Q9NU22	-1.09469875385787	0.005222979672045	4	4
Q9NUA8	ZBTB40	zinc finger and BTB domain containing 40	9923	Q9NUA8	0.167885578798111	0.69050643315119	4	3
Q9NUE0	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18	84243	Q9NUE0	0.525073056297691	0.160125223140125	3	3
Q9NUL3	STAU2	staufen double-stranded RNA binding protein 2	27067	Q9NUL3	0.891855373872182	0.131267411175164	4	3
Q9NUP7	TRMT13	tRNA methyltransferase 13 homolog	54482	Q9NUP7	-1.17869643607411	0.228169172750257	3	3
Q9NUQ3	TXLNG	taxilin gamma	55787	Q9NUQ3	1.22574594360712	0.111176399700643	4	2
Q9NUQ6	SPATS2L	spermatogenesis associated serine rich 2 like	26010	Q9NUQ6	0.567370300489983	0.0349293203234095	4	4
Q9NUY8	TBC1D23	TBC1 domain family member 23	55773	Q9NUY8	-2.04582644607913	0.00211228424108563	3	4
Q9NV56	MRGBP	MRG domain binding protein	55257	Q9NV56	-0.200699713023602	0.487516417158177	4	4
Q9NV58	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	25897	Q9NV58	-0.595037630934451	0.0408871557185162	3	3
Q9NV70	EXOC1	exocyst complex component 1	55763	Q9NV70	0.0420088781799715	0.921104216895894	4	4
Q9NVA2	SEPTIN11	septin 11	55752	Q9NVA2	-0.596819581815443	0.184275591523625	3	4
Q9NVD7	PARVA	parvin alpha	55742	Q9NVD7	-0.390004866771872	0.343935391666978	4	4
Q9NVF7	FBXO28	F-box protein 28	23219	Q9NVF7	1.19674318850512	0.206380813712392	4	4
Q9NVI1	FANCI	FA complementation group I	55215	Q9NVI1	0.675884335234797	0.0873178275841549	4	4
Q9NVM6	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17	55192	Q9NVM6	-2.66090486390403	0.000739773173702793	4	4
Q9NVN8	GNL3L	G protein nucleolar 3 like	54552	Q9NVN8	0.869292586322982	0.246306931056838	4	4
Q9NVP1	DDX18	DEAD-box helicase 18	8886	Q9NVP1	0.64042397368776	0.0923546362945733	4	4
Q9NVR2	INTS10	integrator complex subunit 10	55174	Q9NVR2	-1.2879379180132	0.000561665596890177	4	4
Q9NVU0	POLR3E	RNA polymerase III subunit E	55718	Q9NVU0	-1.28673688536412	0.00481321094566441	4	4
Q9NVU7	SDAD1	SDA1 domain containing 1	55153	Q9NVU7	-0.896587305632534	0.0911278556733803	4	4
Q9NVW2	RLIM	ring finger protein, LIM domain interacting	51132	Q9NVW2	-0.0693095006840493	0.853195413836894	4	4
Q9NVZ3	NECAP2	NECAP endocytosis associated 2	55707	Q9NVZ3	-0.351580263572932	0.341621563299165	2	4
Q9NW13	RBM28	RNA binding motif protein 28	55131	Q9NW13	-1.33644736175133	NA	1	1
Q9NW68	BSDC1	BSD domain containing 1	55108	Q9NW68	-Inf	0	0	3
Q9NW75	GPATCH2	G-patch domain containing 2	55105	Q9NW75	1.19627151794813	0.0739005315726773	4	1
Q9NW82	WDR70	WD repeat domain 70	55100	Q9NW82	0.0599461460261665	0.784912261357381	4	4
Q9NWB6	ARGLU1	arginine and glutamate rich 1	55082	Q9NWB6	0.557968783485914	0.123437902650686	4	4
Q9NWH9	SLTM	SAFB like transcription modulator	79811	Q9NWH9	0.0993461609097349	0.629860292375161	4	4
Q9NWK9	ZNHIT6	zinc finger HIT-type containing 6	54680	Q9NWK9	0.130129844839287	0.747016672608984	4	4
Q9NWQ4	GPATCH2L	G-patch domain containing 2 like	55668	Q9NWQ4	0.160120597762312	0.586996866068618	4	3
Q9NWS9	ZNF446	zinc finger protein 446	55663	Q9NWS9	1.45976587903153	0.0522619008228575	4	2
Q9NWT1	PAK1IP1	PAK1 interacting protein 1	55003	Q9NWT1	-1.35257399140832	0.0176486222166991	4	4
Q9NWV8	BABAM1	BRISC and BRCA1 A complex member 1	29086	Q9NWV8	-1.6742835229417	0.00633787174577888	4	4
Q9NWW5	CLN6	CLN6 transmembrane ER protein	54982	Q9NWW5	-1.47606294979495	0.0166961615054736	4	3
Q9NWZ5	UCKL1	uridine-cytidine kinase 1 like 1	54963	Q9NWZ5	0.1848044679807	0.492009262644343	4	4
Q9NX40	OCIAD1	OCIA domain containing 1	54940	Q9NX40	-0.0857336847663282	0.562025340393411	4	4
Q9NX63	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	54927	Q9NX63	1.30276350570495	0.00638497572576218	4	4
Q9NX94	WBP1L	WW domain binding protein 1 like	54838	Q9NX94	-0.841951846722339	0.391019964155567	3	1
Q9NX95	SYBU	syntabulin	55638	Q9NX95	Inf	0	4	0
Q9NXC5	MIOS	meiosis regulator for oocyte development	54468	Q9NXC5	0.35277582590659	0.332500688574314	4	4
Q9NXD2	MTMR10	myotubularin related protein 10	54893	Q9NXD2	1.20330424797325	0.0770178383615124	4	4
Q9NXE4	SMPD4	sphingomyelin phosphodiesterase 4	55627	Q9NXE4	0.568032222137258	0.0883435743053498	4	4
Q9NXE8	CWC25	CWC25 spliceosome associated protein homolog	54883	Q9NXE8	-0.331359478840269	0.105222884855049	4	4
Q9NXF1	TEX10	testis expressed 10	54881	Q9NXF1	-1.89155074827159	0.106355120595547	4	3
Q9NXG2	THUMPD1	THUMP domain containing 1	55623	Q9NXG2	-1.76955615927891	0.0084354302600395	3	4
Q9NXH8	TOR4A	torsin family 4 member A	54863	Q9NXH8	1.85123928085994	0.000177404106993739	4	4
Q9NXH9	TRMT1	tRNA methyltransferase 1	55621	Q9NXH9	-0.884714024719073	0.0286686162499056	4	4
Q9NXL9	MCM9	minichromosome maintenance 9 homologous recombination repair factor	254394	Q9NXL9	0.400278975329214	0.345219471642934	4	4
Q9NXR1	NDE1	nudE neurodevelopment protein 1	54820	Q9NXR1	1.13964673721281	0.0134943311440975	4	4
Q9NXR7	BABAM2	BRISC and BRCA1 A complex member 2	9577	Q9NXR7	-0.921333723477031	0.0611221003028452	2	3
Q9NXV2	KCTD5	potassium channel tetramerization domain containing 5	54442	Q9NXV2	0.731088443388553	0.0494747232457531	4	4
Q9NY27	PPP4R2	protein phosphatase 4 regulatory subunit 2	151987	Q9NY27	-0.458917064555807	0.134638592933262	4	4
Q9NY61	AATF	apoptosis antagonizing transcription factor	26574	Q9NY61	-2.55002657518379	0.0180197855109049	3	4
Q9NYA4	MTMR4	myotubularin related protein 4	9110	Q9NYA4	Inf	0	2	0
Q9NYB0	TERF2IP	TERF2 interacting protein	54386	Q9NYB0	0.584475664196712	0.340664753297237	4	4
Q9NYB9	ABI2	abl interactor 2	10152	Q9NYB9	-0.619329890694976	0.0324482746708269	4	4
Q9NYF3	FAM53C	family with sequence similarity 53 member C	51307	Q9NYF3	0.698818990812756	0.0206946382582127	4	3
Q9NYF8	BCLAF1	BCL2 associated transcription factor 1	9774	Q9NYF8	-0.276173626482607	0.012159952804026	4	4
Q9NYI0	PSD3	pleckstrin and Sec7 domain containing 3	23362	Q9NYI0	Inf	0	4	0
Q9NYJ8	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	23118	Q9NYJ8	-0.0456644509443376	0.807982669072764	4	4
Q9NYL2	MAP3K20	mitogen-activated protein kinase kinase kinase 20	51776	Q9NYL2	0.117186097837168	0.630230743987222	4	4
Q9NYM9	BET1L	Bet1 golgi vesicular membrane trafficking protein like	51272	Q9NYM9	0.247908070354443	0.314376847289253	4	4
Q9NYP3	DONSON	DNA replication fork stabilization factor DONSON	29980	Q9NYP3	-1.6525497107619	0.0603312854942508	3	4
Q9NYP9	MIS18A	MIS18 kinetochore protein A	54069	Q9NYP9	-1.47229648969887	0.0197551344555215	4	4
Q9NYQ6	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620	Q9NYQ6	1.16446029758849	0.0323581740378455	4	4
Q9NYQ8	FAT2	FAT atypical cadherin 2	2196	Q9NYQ8	0.968866647260508	0.010466495392408	4	4
Q9NYV4	CDK12	cyclin dependent kinase 12	51755	Q9NYV4	-1.06592493917545	0.00136098173317947	4	4
Q9NYV6	RRN3	RRN3 homolog, RNA polymerase I transcription factor	54700	Q9NYV6	1.38621442376742	0.0177661285353588	4	3
Q9NYW8	RBAK	RB associated KRAB zinc finger	57786	Q9NYW8	-1.99654864589599	0.0137158965957613	2	3
Q9NYZ1	TVP23B	trans-golgi network vesicle protein 23 homolog B	51030	Q9NYZ1	-0.914808219060697	0.0522619008228575	4	4
Q9NYZ3	GTSE1	G2 and S-phase expressed 1	51512	Q9NYZ3	0.13565751145539	0.606544732178263	4	4
Q9NZ52	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	23163	Q9NZ52	0.266553816222066	0.420892949776301	3	4
Q9NZ63	C9orf78	chromosome 9 open reading frame 78	51759	Q9NZ63	-2.25731160652948	0.00521571836588213	4	4
Q9NZB2	FAM120A	family with sequence similarity 120A	23196	Q9NZB2	0.454107614376752	0.255964499664451	4	4
Q9NZC9	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	50485	Q9NZC9	-0.0421569731537596	0.944884503587302	3	4
Q9NZH5	PTTG2	pituitary tumor-transforming 2	10744	Q9NZH5	2.20916454791087	0.580703639141212	3	1
Q9NZI8	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	10642	Q9NZI8	-2.98141510340427	0.00610029245990866	4	4
Q9NZJ0	DTL	denticleless E3 ubiquitin protein ligase homolog	51514	Q9NZJ0	0.638191755586509	0.168466986015134	4	4
Q9NZJ7	MTCH1	mitochondrial carrier 1	23787	Q9NZJ7	-0.823947341988994	0.0320796937571565	4	4
Q9NZL4	HSPBP1	HSPA (Hsp70) binding protein 1	23640	Q9NZL4	-0.0941495113003772	0.891561779284869	1	3
Q9NZL9	MAT2B	methionine adenosyltransferase 2B	27430	Q9NZL9	-0.262566067842458	0.745036057535185	2	4
